car,price,body,mileage,engV,engType,registration,year,model,drive
Chevrolet,5800,sedan,170,1.6,Gas,yes,2005,Lacetti,front
Toyota,5800,sedan,200,2.2,Petrol,yes,1999,Camry,front
Renault,5800,van,217,2,Gas,yes,2003,Scenic,front
Peugeot,5800,sedan,247,3,Gas,yes,2004,607,front
Nissan,5800,sedan,241,2,Petrol,yes,2004,Maxima,front
Chevrolet,5800,vagon,129,1.8,Gas,yes,2007,Lacetti,front
Ford,5800,van,257,2,Diesel,yes,2003,Transit пасс.,front
Peugeot,5800,van,240,1.6,Diesel,yes,2008,Partner пасс.,front
Geely,5800,sedan,42,1.5,Gas,yes,2012,MK,front
Skoda,5800,hatch,310,1.6,Gas,yes,1998,Octavia,front
Mercedes-Benz,5800,van,282,2.2,Diesel,yes,2001,Vito пасс.,front
Skoda,5800,sedan,250,1.6,Petrol,yes,2001,Octavia,front
Chevrolet,5800,sedan,172,NA,Other,yes,2008,Aveo,front
Mitsubishi,5800,vagon,230,1.6,Petrol,yes,2005,Space Star,front
Renault,5800,van,143,1.5,Diesel,yes,2007,Kangoo пасс.,front
Geely,5800,hatch,51,1.5,Gas,yes,2012,MK Cross,front
ZAZ,5800,sedan,46,1.5,Gas,yes,2013,Forza,front
Chevrolet,5800,sedan,104,1.6,Gas,yes,2009,Aveo,front
Mercedes-Benz,5800,van,368,2.2,Diesel,yes,2000,Vito пасс.,front
Chery,5800,crossover,85,2,Petrol,yes,2012,Tiggo,front
Chevrolet,5800,hatch,159,1.6,Petrol,yes,2008,Lacetti,front
Daewoo,5800,sedan,71,1.6,Petrol,yes,2004,Nubira,front
Mercedes-Benz,5850,van,240,2.2,Diesel,yes,2001,Vito груз.,front
Mazda,5850,sedan,270,2,Petrol,yes,2003,6,front
Chevrolet,5850,sedan,96,1.6,Gas,yes,2008,Aveo,front
Peugeot,5850,van,248,2,Diesel,yes,2006,Partner пасс.,front
Hyundai,5850,hatch,98,1.1,Petrol,yes,2008,i10,front
Skoda,5850,hatch,122,1.4,Petrol,yes,2007,Fabia,front
Peugeot,5850,van,170,1.6,Diesel,yes,2007,Partner пасс.,front
Mitsubishi,5850,hatch,130,1.3,Petrol,yes,2005,Colt,front
Opel,5850,van,206,1.3,Diesel,yes,2011,Combo груз.,front
Chevrolet,5850,sedan,200,2,Gas,yes,2007,Epica,front
Renault,5899,vagon,189,NA,Diesel,no,2012,Megane,front
Alfa Romeo,5900,hatch,199,1.6,Petrol,yes,2002,147,front
Ford,5900,hatch,138,1.4,Petrol,yes,2008,Fiesta,front
Mitsubishi,5900,sedan,170,1.6,Petrol,yes,2007,Lancer,front
Renault,5900,van,250,1.9,Diesel,yes,2005,Trafic груз.,front
Volkswagen,5900,van,278,1.9,Diesel,yes,2005,Caddy пасс.,front
Ford,5900,sedan,200,2.5,Petrol,yes,2001,Mondeo,front
Seat,5900,hatch,157,1.4,Petrol,yes,2006,Ibiza,front
Renault,5900,hatch,171,1.5,Other,yes,2005,Megane,front
Opel,5900,sedan,158,1.6,Petrol,yes,2004,Astra G,front
Hyundai,5900,sedan,99,1.4,Petrol,yes,2009,Accent,front
Opel,5900,sedan,84,1.6,Gas,yes,2008,Astra G,front
Skoda,5900,hatch,76,1.2,Petrol,yes,2007,Fabia,front
Chevrolet,5900,sedan,164,1.8,Gas,yes,2006,Lacetti,front
Volkswagen,5900,sedan,217,2.3,Petrol,yes,1999,Bora,front
Mitsubishi,5900,sedan,142,1.6,Gas,yes,2005,Lancer,front
Mazda,5900,sedan,158,1.6,Petrol,yes,2004,3,front
Skoda,5900,hatch,180,1.6,Petrol,yes,2004,Octavia,front
ZAZ,5900,hatch,75,1.5,Gas,yes,2013,Vida,front
Peugeot,5900,hatch,190,NA,Gas,yes,2008,206,front
Hyundai,5900,van,141,1.6,Petrol,yes,2005,Matrix,front
Ford,5900,van,230,1.8,Diesel,yes,2004,Tourneo Connect пасс.,front
Chevrolet,5900,sedan,158,1.8,Petrol,yes,2008,Lacetti,front
Hyundai,5900,hatch,106,1.6,Petrol,yes,2006,Getz,front
Mitsubishi,5900,hatch,92,1.6,Petrol,yes,2003,Carisma,front
Citroen,5900,other,120,1.4,Petrol,yes,2006,Berlingo пасс.,front
Chevrolet,5900,hatch,69,1.5,Petrol,yes,2011,Aveo,front
Honda,5900,sedan,250,3.5,Gas,yes,1999,Legend,front
Chevrolet,5900,hatch,110,1.6,Gas,yes,2008,Lacetti,front
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front
Hyundai,5950,hatch,98,1.6,Petrol,yes,2008,Getz,front
Renault,5950,van,135,1.5,Diesel,yes,2012,Kangoo груз.,front
Hyundai,5950,hatch,200,1.4,Petrol,yes,2005,Getz,front
Opel,5950,sedan,179,1.8,Gas,yes,2003,Vectra C,front
ZAZ,5950,sedan,76,1.5,Petrol,yes,2014,Vida,front
Renault,5950,sedan,277,1.5,Diesel,yes,2005,Megane,front
Smart,5950,hatch,150,1.3,Petrol,yes,2004,Forfour,front
Hyundai,5950,sedan,109,1.4,Petrol,yes,2008,Accent,front
Renault,5950,hatch,200,1.5,Diesel,yes,2005,Megane,front
Volkswagen,5950,van,213,1.6,Gas,yes,2008,Caddy груз.,front
Citroen,5980,van,140,1.3,Diesel,yes,2012,Nemo груз.,front
Chevrolet,5999,sedan,121,1.6,Petrol,yes,2008,Lacetti,front
Volkswagen,5999,van,300,1.8,Gas,yes,1999,Sharan,front
Mitsubishi,5999,sedan,150,1.6,Petrol,yes,2005,Lancer,front
Chevrolet,5999,other,113,NA,Petrol,yes,2008,Aveo,front
Skoda,5999,hatch,98,1.2,Gas,yes,2007,Fabia,front
Fiat,5999,other,250,1.6,Diesel,yes,2007,Scudo пасс.,front
Chevrolet,5999,sedan,100,1.8,Gas,yes,2005,Lacetti,front
Chevrolet,5999,hatch,60,1.5,Petrol,yes,2009,Aveo,front
Mitsubishi,5999,hatch,108,1.3,Petrol,yes,2006,Colt,front
Fiat,5999,hatch,112,1.4,Petrol,yes,2006,Punto,front
Chery,5999,sedan,130,1.6,Gas,yes,2007,Amulet,front
Ford,5999,van,153,1.8,Gas,yes,2006,C-Max,front
Volvo,5999,sedan,168,2,Petrol,yes,2000,S80,front
Chevrolet,5999,sedan,100,1.6,Petrol,yes,2006,Lacetti,front
Fiat,5999,van,250,1.9,Diesel,yes,2007,Doblo груз.,front
Honda,5999,crossover,260,2,Gas,yes,2000,CR-V,front
Peugeot,6000,sedan,171,2,Petrol,yes,2006,407,front
Volkswagen,6000,van,180,2,Diesel,yes,2008,Caddy груз.,front
Renault,6000,van,162,1.4,Petrol,yes,2007,Kangoo пасс.,front
Mitsubishi,6000,hatch,118,1.3,Petrol,yes,2006,Colt,front
Chevrolet,6000,sedan,132,1.8,Gas,yes,2007,Lacetti,front
Hyundai,6000,van,130,1.6,Petrol,yes,2007,Matrix,front
Fiat,6000,hatch,145,1.6,Petrol,yes,2006,Grande Punto,front
Chevrolet,6000,sedan,128,1.5,Petrol,yes,2008,Aveo,front
Volkswagen,6000,van,200,2,Diesel,yes,2008,Caddy груз.,front
Daewoo,6000,hatch,11,1.5,Gas,yes,2013,Lanos,front
Volkswagen,6000,vagon,284,1.9,Other,yes,2001,Golf IV,front
Peugeot,6000,sedan,240,1.8,Petrol,yes,2005,407,front
Renault,6000,vagon,225,1.5,Diesel,yes,2004,Megane,front
Audi,6000,sedan,226,1.8,Petrol,yes,1995,A4,front
Volkswagen,6000,vagon,250,5,Diesel,yes,1995,Passat B4,front
Renault,6000,van,1,1.9,Diesel,yes,2005,Trafic груз.,front
Chevrolet,6000,sedan,190,1.8,Gas,yes,2005,Lacetti,front
Volkswagen,6000,van,419,2.4,Diesel,yes,1995,T4 (Transporter) пасс.,front
Volkswagen,6000,hatch,195,1.2,Gas,yes,2004,Polo,front
Chevrolet,6000,sedan,140,1.5,Petrol,yes,2010,Aveo,front
Volkswagen,6000,sedan,271,1.8,Petrol,yes,2000,Passat B5,front
Volkswagen,6000,van,460,1.9,Diesel,yes,1997,T4 (Transporter) пасс.,front
Chery,6000,hatch,85,1.6,Petrol,yes,2010,M11,front
Mercedes-Benz,6000,van,200,2.2,Diesel,yes,2000,Vito пасс.,front
Chevrolet,6000,other,130,2.2,Gas,yes,2006,Cobalt,front
Ford,6000,hatch,158,1.6,Gas,yes,2006,Fusion,front
Fiat,6000,van,161,1.4,Petrol,yes,2006,Doblo Panorama,front
Chevrolet,6000,sedan,105,2.5,Petrol,yes,2007,Epica,front
BYD,6000,sedan,64,1.6,Gas,yes,2008,F3,front
Skoda,6000,hatch,145,1.2,Gas,yes,2008,Fabia,front
Chevrolet,6000,sedan,189,1.6,Petrol,yes,2006,Lacetti,front
Peugeot,6000,van,185,2,Diesel,yes,2005,Partner пасс.,front
Skoda,6000,sedan,180,1.6,Gas,yes,2002,Octavia,front
Mitsubishi,6000,sedan,150,1.8,Gas,yes,2004,Virage,front
Opel,6000,other,240,2,Petrol,yes,1992,Calibra,front
Skoda,6000,sedan,250,1.8,Petrol,yes,2004,Octavia,front
Hyundai,6000,other,275,NA,Petrol,yes,2002,Coupe,front
Peugeot,6000,van,210,1.6,Diesel,yes,2007,Partner груз.,front
Ford,6015.99375,hatch,45,1,Petrol,yes,2014,Fiesta,front
ZAZ,6061.38,sedan,1,1.3,Gas,yes,2015,Sens,front
Ford,6099,sedan,220,1.8,Gas,yes,2002,Mondeo,front
Renault,6100,vagon,130,NA,Diesel,yes,2009,Kangoo пасс.,front
Renault,6100,van,280,90,Diesel,yes,2008,Kangoo пасс.,front
Skoda,6100,vagon,205,1.6,Diesel,no,2012,Octavia A5,front
Chevrolet,6100,sedan,117,NA,Gas,yes,2008,Aveo,front
Ford,6100,van,380,2.2,Diesel,yes,2007,Transit пасс.,front
Chevrolet,6100,sedan,205,1.8,Gas,yes,2005,Lacetti,front
Chevrolet,6100,sedan,162,1.6,Gas,yes,2008,Lacetti,front
Renault,6100,sedan,130,1.4,Petrol,yes,2005,Megane,front
Chevrolet,6100,sedan,160,1.6,Petrol,yes,2006,Lacetti,front
Opel,6100,sedan,193,1.4,Petrol,yes,2007,Astra G,front
Hafei,6100,sedan,91,1.6,Petrol,yes,2008,Saibao,front
Skoda,6100,vagon,84,1.2,Petrol,yes,2007,Fabia,front
Chevrolet,6150,sedan,102,1.5,Petrol,yes,2008,Aveo,front
Mitsubishi,6150,sedan,175,1.6,Petrol,yes,2007,Lancer,front
Fiat,6150,other,230,1.9,Diesel,yes,2006,Doblo пасс.,front
Opel,6150,sedan,87,1.4,Gas,yes,2007,Astra G,front
Peugeot,6199,vagon,250,1.6,Petrol,yes,2003,307,front
Mitsubishi,6200,sedan,152,1.6,Petrol,yes,2006,Lancer,front
Mitsubishi,6200,sedan,170,NA,Other,yes,2005,Lancer,front
Hyundai,6200,hatch,121,1.4,Gas,yes,2008,Getz,front
Opel,6200,van,220,1.7,Diesel,yes,2007,Combo пасс.,front
Nissan,6200,sedan,170,1.8,Gas,yes,2005,Almera,front
Subaru,6200,sedan,230,1.6,Petrol,yes,2003,Impreza,front
Volkswagen,6200,van,180,2,Diesel,yes,2005,Caddy пасс.,front
Citroen,6200,van,150,1.3,Diesel,yes,2012,Nemo груз.,front
Skoda,6200,sedan,188,1.6,Petrol,yes,2005,Octavia Tour,front
Fiat,6200,van,150,1.3,Diesel,yes,2012,Fiorino груз.,front
Renault,6200,van,228,2.5,Diesel,yes,2005,Trafic груз.,front
Kia,6200,sedan,94,2,Gas,yes,2006,Cerato,front
Opel,6200,sedan,160,1.6,Gas,yes,2008,Astra G,front
Hyundai,6200,hatch,59,1.4,Petrol,yes,2008,Getz,front
Hyundai,6200,sedan,92,1.4,Petrol,yes,2007,Accent,front
Chevrolet,6200,sedan,197,1.8,Gas,yes,2005,Lacetti,front
Opel,6200,van,220,1.3,Diesel,yes,2008,Combo пасс.,front
Hyundai,6200,sedan,82,1.4,Gas,yes,2009,Accent,front
Renault,6200,van,122,1.5,Diesel,yes,2007,Kangoo пасс.,front
Volkswagen,6200,van,340,1.8,Petrol,yes,1999,Sharan,front
Fiat,6200,van,218,1.6,Diesel,yes,2007,Scudo груз.,front
Nissan,6200,sedan,190,2,Petrol,yes,2001,Primera,front
BYD,6200,sedan,44,1.5,Petrol,yes,2013,F3,front
Honda,6200,other,170,2,Petrol,yes,1995,Prelude,front
Geely,6200,sedan,12,1.5,Petrol,yes,2013,CK-2,front
Chevrolet,6200,sedan,125,2.5,Gas,yes,2005,Evanda,front
Audi,6200,sedan,200,1.8,Petrol,yes,2003,A4,front
Hyundai,6200,sedan,112,1.4,Petrol,yes,2007,Accent,front
Mercedes-Benz,6200,van,196,2.2,Diesel,yes,2002,Vito пасс.,front
BYD,6200,sedan,70,1.5,Petrol,yes,2012,F3,front
Hyundai,6200,sedan,114,1.4,Petrol,yes,2008,Accent,front
Chevrolet,6200,hatch,70,1.6,Petrol,yes,2009,Lacetti,front
Renault,6200,van,322,NA,Diesel,yes,2001,Trafic пасс.,front
Chevrolet,6200,hatch,124,1.6,Petrol,yes,2007,Lacetti,front
Chevrolet,6200,vagon,112,2,Gas,yes,2005,Tacuma,front
Renault,6200,sedan,246,1.4,Petrol,yes,2005,Megane,front
Renault,6250,van,205,1.6,Petrol,yes,2007,Scenic,front
Hyundai,6250,sedan,190,2,Petrol,yes,2006,Elantra,front
Volkswagen,6250,hatch,170,1.4,Petrol,yes,2001,Golf IV,front
Mazda,6250,hatch,191,2,Petrol,yes,2004,3,front
Geely,6261.45,sedan,1,1.5,Petrol,yes,2015,CK,front
Samsung,6299,sedan,131,2,Petrol,yes,2004,SM5,front
Renault,6299,van,66,1.5,Diesel,yes,2012,Kangoo груз.,front
Renault,6300,van,73,1.5,Diesel,yes,2008,Kangoo пасс.,front
Chevrolet,6300,hatch,81,1.6,Petrol,yes,2009,Lacetti,front
Fiat,6300,van,217,1.9,Diesel,yes,2005,Doblo пасс.,front
Renault,6300,van,180,1.5,Diesel,yes,2012,Kangoo груз.,front
ZAZ,6300,hatch,41,1.5,Petrol,yes,2012,Vida,front
Nissan,6300,sedan,216,2,Gas,yes,2004,Primera,front
Chevrolet,6300,sedan,120,1.6,Petrol,yes,2007,Lacetti,front
Kia,6300,sedan,164,1.6,Petrol,yes,2007,Cerato,front
Mitsubishi,6300,sedan,116,1.5,Petrol,yes,2008,Lancer X,front
Renault,6300,van,149,1.5,Other,yes,2011,Kangoo груз.,front
Hyundai,6300,sedan,164,1.6,Gas,yes,2008,Accent,front
Hyundai,6300,sedan,76,NA,Petrol,yes,2010,Accent,front
Hyundai,6300,sedan,163,1.5,Diesel,yes,2008,Accent,front
Peugeot,6300,other,112,1.6,Diesel,yes,2007,Partner пасс.,front
Mitsubishi,6300,sedan,128,NA,Petrol,yes,2007,Colt,front
Opel,6300,other,114,1.7,Diesel,no,2012,Astra J,front
Volkswagen,6300,van,1,2.5,Diesel,yes,2000,T4 (Transporter) пасс.,front
Chevrolet,6300,sedan,123,1.6,Petrol,yes,2008,Lacetti,front
Chevrolet,6300,sedan,150,NA,Gas,yes,2008,Aveo,front
Geely,6300,hatch,17,1.5,Petrol,yes,2012,MK Cross,front
Peugeot,6300,van,270,2,Diesel,yes,2005,Expert пасс.,front
Opel,6300,sedan,128,1.6,Petrol,yes,2007,Astra G,front
Peugeot,6300,hatch,87,NA,Petrol,yes,2010,207,front
Renault,6300,sedan,167,1.6,Petrol,yes,2005,Megane,front
Volkswagen,6300,vagon,132,2.8,Gas,yes,1995,Passat B4,front
Peugeot,6300,van,237,1.6,Diesel,yes,2007,Partner пасс.,front
Hyundai,6300,hatch,97,1.4,Petrol,yes,2007,Getz,front
Opel,6300,van,169,1.3,Diesel,yes,2009,Combo пасс.,front
Kia,6300,hatch,89,1.1,Petrol,yes,2006,Picanto,front
Mitsubishi,6300,sedan,126,1.6,Petrol,yes,2006,Lancer,front
Chevrolet,6300,sedan,96,1.6,Other,yes,2008,Lacetti,front
Citroen,6300,van,137,2,Gas,yes,2003,Xsara Picasso,front
Chevrolet,6300,vagon,138,1.8,Petrol,yes,2009,Lacetti,front
Renault,6300,vagon,189,1.5,Diesel,yes,2008,Kangoo пасс.,front
Renault,6300,vagon,125,2,Petrol,yes,2003,Laguna,front
Chery,6350,crossover,77,2.4,Gas,yes,2008,Tiggo,front
Lexus,6350,sedan,179,2.2,Diesel,no,2006,ES 200,front
Audi,6399,vagon,230,2.5,Diesel,yes,1999,A6,front
Renault,6400,van,136,1.5,Diesel,yes,2012,Kangoo груз.,front
Skoda,6400,hatch,130,1.4,Petrol,yes,2008,Fabia,front
Mercedes-Benz,6400,van,290,2.2,Diesel,yes,1999,Vito пасс.,front
Toyota,6400,sedan,250,3,Gas,yes,1998,Camry,front
Audi,6400,sedan,261,1.8,Gas,yes,2000,A6,front
Peugeot,6400,hatch,198,1.4,Gas,yes,2008,207,front
Chevrolet,6400,hatch,90,1.6,Petrol,yes,2008,Lacetti,front
Mitsubishi,6400,sedan,127,1.6,Petrol,yes,2006,Lancer,front
Ford,6400,hatch,140,1.6,Diesel,yes,2006,Fusion,front
Opel,6400,hatch,163,1.6,Petrol,yes,2005,Astra H,front
Hyundai,6400,sedan,85,1.4,Petrol,yes,2009,Accent,front
Chevrolet,6400,sedan,172,1.8,Gas,yes,2008,Lacetti,front
VAZ,6400,sedan,73,1.6,Petrol,yes,2011,2170,front
Ford,6400,sedan,152,1.6,Petrol,yes,2006,Focus,front
Volkswagen,6400,van,305,NA,Diesel,yes,2004,Caddy пасс.,front
Renault,6400,other,209,1.5,Diesel,yes,2005,Scenic,front
Hyundai,6400,sedan,113,1.4,Petrol,yes,2007,Accent,front
Hyundai,6400,hatch,79,1.4,Petrol,yes,2007,Getz,front
Mercedes-Benz,6400,hatch,177,2,Diesel,no,2008,B 200,front
Renault,6400,sedan,51,1.6,Petrol,yes,2011,Logan,front
Volkswagen,6400,van,181,2,Diesel,yes,2008,Caddy груз.,front
Skoda,6400,sedan,330,1.6,Gas,yes,2004,Octavia,front
Suzuki,6400,hatch,117,1.3,Petrol,yes,2006,Swift,front
ZAZ,6400,hatch,100,1.4,Petrol,yes,2012,Vida,front
Chevrolet,6400,sedan,121,1.8,Petrol,yes,2008,Lacetti,front
Skoda,6400,hatch,146,1.6,Petrol,yes,2005,Octavia Tour,front
Ford,6450,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
Ford,6450,hatch,149,1.4,Petrol,yes,2007,Fiesta,front
Ford,6450,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
Ford,6450,vagon,180,1.6,Diesel,no,2012,Mondeo,front
Renault,6450,van,148,1.5,Diesel,yes,2012,Kangoo груз.,front
Kia,6450,sedan,160,1.6,Petrol,yes,2007,Cerato,front
Renault,6450,van,186,1.5,Diesel,yes,2011,Kangoo груз.,front
Renault,6450,vagon,100,1.5,Diesel,yes,2009,Kangoo пасс.,front
Ford,6490,hatch,150,1.4,Gas,yes,2006,Fiesta,front
Opel,6490,van,290,1.9,Diesel,yes,2004,Vivaro пасс.,front
Honda,6500,sedan,199,2,Petrol,yes,2003,Accord,front
Volkswagen,6500,vagon,101,2,Diesel,yes,2011,Passat B6,front
Renault,6500,van,186,1.5,Diesel,yes,2012,Kangoo груз.,front
Volkswagen,6500,van,290,1.9,Diesel,yes,2004,T5 (Transporter) груз,front
Ford,6500,hatch,97,1.4,Petrol,yes,2008,Fusion,front
ZAZ,6500,hatch,1,1.5,Petrol,yes,2015,Forza,front
Hyundai,6500,van,170,1.6,Petrol,yes,2005,Matrix,front
Mitsubishi,6500,sedan,152,1.6,Petrol,yes,2007,Lancer,front
Mercedes-Benz,6500,van,450,2.3,Diesel,yes,1996,Vito пасс.,front
Chevrolet,6500,vagon,116,1.8,Gas,yes,2010,Lacetti,front
Hyundai,6500,sedan,92,1.4,Petrol,yes,2008,Accent,front
Citroen,6500,van,237,2.2,Diesel,yes,2007,Jumper груз.,front
Ford,6500,van,148,1.8,Diesel,yes,2011,Transit Connect груз.,front
Mercedes-Benz,6500,other,215,2.2,Diesel,yes,2000,Vito пасс.,front
Skoda,6500,hatch,260,1.6,Gas,yes,2003,Octavia,front
Hyundai,6500,hatch,137,1.4,Gas,yes,2007,Getz,front
Volkswagen,6500,sedan,190,1.9,Diesel,yes,2006,Caddy груз.,front
Renault,6500,van,127,1.5,Diesel,yes,2011,Kangoo груз.,front
Renault,6500,sedan,170,1.6,Petrol,yes,2004,Megane,front
Geely,6500,sedan,115,1.8,Gas,yes,2012,Emgrand 7 (EC7),front
Volkswagen,6500,van,186,2.8,Petrol,yes,2000,Sharan,front
Volkswagen,6500,other,547,1.9,Diesel,yes,1998,T4 (Transporter) пасс.,front
Opel,6500,sedan,187,2.2,Petrol,yes,2004,Vectra C,front
Toyota,6500,sedan,248,2,Petrol,yes,2001,Avensis,front
Hyundai,6500,sedan,65,1.4,Petrol,yes,2008,Accent,front
Citroen,6500,van,127,1.4,Diesel,yes,2008,Nemo пасс.,front
Hyundai,6500,sedan,150,1.4,Petrol,yes,2008,Accent,front
Hyundai,6500,hatch,88,1.4,Petrol,yes,2006,Getz,front
Volkswagen,6500,hatch,225,1.4,Petrol,yes,2000,Golf IV,front
Chevrolet,6500,sedan,212,2,Gas,yes,2005,Evanda,front
VAZ,6500,hatch,35,NA,Petrol,yes,2012,2172,front
Chevrolet,6500,sedan,99,NA,Petrol,yes,2007,Lacetti,front
Volkswagen,6500,van,185,NA,Diesel,yes,2006,Caddy пасс.,front
Peugeot,6500,hatch,120,1.4,Petrol,yes,2006,207,front
Chevrolet,6500,hatch,140,1.6,Gas,yes,2009,Lacetti,front
Audi,6500,sedan,330,2.4,Petrol,yes,1999,A6,front
Volkswagen,6500,sedan,74,2,Petrol,no,2011,Jetta,front
Volkswagen,6500,sedan,320,1.9,Diesel,yes,2001,Passat B5,front
Renault,6500,other,406,2.5,Diesel,yes,2004,Master груз.,front
Opel,6500,sedan,150,1.4,Gas,yes,2007,Astra G,front
Volkswagen,6500,other,385,2.4,Diesel,yes,1997,T4 (Transporter) пасс.,front
Hyundai,6500,hatch,108,1.4,Gas,yes,2007,Getz,front
Peugeot,6500,hatch,91,1.6,Petrol,yes,2006,307,front
Ford,6500,other,93,1.8,Diesel,yes,2011,Transit Connect груз.,front
Renault,6500,vagon,186,1.5,Diesel,yes,2004,Megane,front
Mitsubishi,6500,sedan,133,1.6,Petrol,yes,2007,Lancer,front
Fiat,6500,van,123,1.4,Petrol,yes,2011,Doblo груз.,front
Fiat,6500,van,168,1.3,Diesel,yes,2011,Fiorino пасс.,front
Fiat,6500,van,170,1.3,Diesel,yes,2009,Fiorino пасс.,front
Ford,6500,vagon,171,1.4,Petrol,yes,2008,Fusion,front
Citroen,6500,van,177,1.4,Diesel,yes,2008,Nemo пасс.,front
Skoda,6500,hatch,265,1.8,Gas,yes,2002,Octavia,front
Audi,6500,vagon,421,2.5,Diesel,yes,1996,A6,front
Kia,6500,hatch,103,2,Petrol,yes,2006,Cerato,front
Volkswagen,6500,van,310,1.9,Diesel,yes,1997,T4 (Transporter) пасс.,front
Chevrolet,6500,sedan,160,2,Gas,yes,2005,Evanda,front
Volkswagen,6500,sedan,212,1.6,Petrol,yes,2003,Bora,front
Chevrolet,6500,hatch,65,1.5,Petrol,yes,2010,Aveo,front
Volkswagen,6550,sedan,150,1.6,Petrol,yes,2001,Bora,front
Opel,6550,sedan,240,3.2,Petrol,yes,2004,Vectra C,front
Chevrolet,6550,sedan,134,1.6,Gas,yes,2008,Aveo,front
Renault,6555,vagon,180,1.5,Diesel,yes,2005,Megane,front
Fiat,6599,van,198,1.4,Gas,yes,2006,Doblo пасс.,front
Renault,6600,van,134,1.5,Diesel,yes,2011,Kangoo груз.,front
Ford,6600,hatch,125,1.6,Petrol,yes,2007,Focus,front
Skoda,6600,hatch,86,1.4,Petrol,yes,2008,Fabia,front
Skoda,6600,vagon,1,1.4,Gas,yes,2007,Fabia,front
Hyundai,6600,sedan,82,1.4,Petrol,yes,2006,Accent,front
Chevrolet,6600,hatch,50,1.5,Gas,yes,2013,Aveo,front
Dacia,6600,sedan,9,1.4,Petrol,yes,2008,Logan,front
Volkswagen,6600,hatch,136,1.4,Gas,yes,2001,Golf IV,front
Volkswagen,6600,van,240,1.9,Diesel,yes,2008,Caddy груз.,front
Audi,6600,sedan,360,1.8,Petrol,yes,1998,A6,front
Citroen,6600,hatch,114,1.6,Petrol,yes,2006,C4,front
Chevrolet,6600,hatch,16,1.5,Gas,yes,2014,Aveo,front
Nissan,6600,sedan,110,1.6,Petrol,yes,2007,Almera,front
Fiat,6600,van,87,1.3,Diesel,yes,2012,Doblo груз.,front
Renault,6600,van,184,1.5,Diesel,yes,2012,Kangoo груз.,front
Fiat,6600,van,143,1.3,Diesel,yes,2012,Doblo груз.,front
Skoda,6650,hatch,129,1.4,Petrol,yes,2008,Fabia,front
Chevrolet,6650,sedan,127,1.8,Gas,yes,2006,Lacetti,front
Renault,6650,vagon,227,1.5,Diesel,yes,2005,Megane,front
Fiat,6650,hatch,49,1.4,Petrol,yes,2007,Punto,front
Volkswagen,6650,van,223,1.9,Diesel,yes,2007,Caddy груз.,front
ZAZ,6650,hatch,44,1.5,Petrol,yes,2013,Vida,front
Renault,6650,hatch,274,1.5,Diesel,yes,2006,Scenic,front
Mitsubishi,6666,sedan,162,NA,Petrol,yes,2007,Lancer,front
Mazda,6699,sedan,152,2,Petrol,yes,2004,6,front
Chevrolet,6700,sedan,80,1.5,Petrol,yes,2011,Aveo,front
Nissan,6700,sedan,80,1.8,Petrol,yes,2003,Primera,front
Mazda,6700,sedan,213,2,Gas,yes,2003,6,front
Ford,6700,vagon,143,1.6,Gas,yes,2007,Focus,front
Mazda,6700,other,123,1.6,Petrol,yes,2009,3,front
Mitsubishi,6700,sedan,155,1.6,Gas,yes,2007,Lancer,front
Renault,6700,hatch,96,1.4,Petrol,yes,2010,Sandero,front
Hyundai,6700,sedan,95,1.6,Petrol,yes,2008,Accent,front
Renault,6700,van,216,1.5,Diesel,yes,2010,Kangoo пасс.,front
Mitsubishi,6700,sedan,193,1.6,Petrol,yes,2005,Lancer,front
Nissan,6700,sedan,170,2,Petrol,yes,2003,Primera,front
Volkswagen,6700,van,300,2.5,Diesel,yes,1997,T4 (Transporter) пасс.,front
Hyundai,6700,sedan,87,1.5,Diesel,yes,2008,Accent,front
Fiat,6700,van,188,1.9,Diesel,yes,2007,Doblo пасс.,front
Citroen,6700,hatch,117,1.6,Petrol,yes,2006,C4,front
Volkswagen,6700,van,16,2,Diesel,yes,2005,Caddy пасс.,front
Mazda,6700,sedan,240,1.8,Petrol,yes,2004,6,front
Hyundai,6700,sedan,70,1.4,Petrol,yes,2011,Accent,front
Chevrolet,6700,sedan,79,1.5,Other,yes,2008,Aveo,front
Volkswagen,6700,other,207,1.9,Diesel,yes,2004,Caddy пасс.,front
Audi,6700,sedan,340,2.6,Gas,yes,1997,A6,front
Hyundai,6700,sedan,100,1.6,Petrol,yes,2008,Accent,front
Volkswagen,6700,van,300,2.4,Diesel,yes,2000,T4 (Transporter) пасс.,front
Mazda,6700,sedan,130,1.6,Petrol,yes,2006,3,front
Fiat,6700,van,137,1.3,Diesel,yes,2008,Fiorino пасс.,front
Mercedes-Benz,6700,van,310,2.2,Diesel,yes,2001,Vito пасс.,front
BYD,6700,hatch,20,1.5,Petrol,yes,2012,F3R,front
Citroen,6700,van,108,1.6,Diesel,yes,2007,Berlingo пасс.,front
VAZ,6700,sedan,65,1.6,Petrol,yes,2014,2170,front
Renault,6700,van,220,2,Other,yes,2007,Trafic груз.,front
Kia,6700,hatch,95,1.4,Petrol,yes,2008,Rio,front
Hyundai,6700,sedan,54,1.4,Petrol,yes,2008,Accent,front
